drug1,drug2,SE
3305,4201,87
1046,2088,87
3003,4917,87
3883,104865,87
3032,3405,87
1983,4510,87
2764,5039,87
1983,3516,87
3043,87177,87
3869,5651,87
3075,3877,87
3883,4173,87
41781,508230,88
2083,5493381,88
2099,2727,88
2576,8953,88
3325,4463,88
2088,3086258,88
3672,4200,88
3957,4834,88
2764,5538,88
2083,4885,88
2662,5358,88
5656,5732,88
2088,4599,88
2524,3961,88
853,2284,88
2771,4253,88
2771,4542,88
937,3440,88
2771,3559,88
152945,170361,88
5073,57469,89
3062,4259,89
3121,3410,89
4091,5401,89
1775,5650,89
3333,3676,89
853,4053,89
2764,2802,89
4583,444013,89
2088,82146,89
1983,2162,89
4595,4927,89
4666,19090,89
2812,4889,89
4595,5039,89
2622,60147,89
4112,5651,89
2088,4595,89
4927,3468412,89
3393,3958,89
3062,5210,90
3062,4594,90
3345,5381226,90
2284,72054,90
2471,5078,90
596,5281104,90
3446,444013,90
2088,5029,90
3345,3878,90
2471,4893,90
3957,4510,90
2662,5212,90
2244,4159,90
4616,54454,90
3478,3890,90
3310,4112,90
3345,3676,90
2462,62924,90
853,4052,90
2662,3062,90
4205,6447131,91
68740,119607,91
4594,4885,91
4745,5466,91
3961,5282226,91
444,2118,91
4583,39860,91
2666,2803,91
5267,65999,91
3016,3158,91
450,3016,91
2265,83786,91
4449,4920,91
10631,54454,91
3032,5512,91
450,91270,91
2160,667490,91
2609,5073,91
3883,4946,91
4635,5656,91
3158,5281104,92
2083,2585,92
3672,4736,92
54454,4479097,92
853,54374,92
3016,5090,92
3222,3675,92
2786,3676,92
2250,3562,92
4159,5076,92
85,3937,92
3016,3325,92
2678,4909,92
2083,62924,92
5090,5538,92
2088,5245,92
2771,5376,92
3878,5073,92
2088,65999,92
4091,4583,92
2118,4159,93
2250,4259,93
2802,5078,93
2462,5486,93
2806,667490,93
2118,4201,93
5650,5735,93
3749,3081884,93
2092,5282226,93
2806,60843,93
2576,4594,93
4900,5732,93
4679,163742,93
2662,83786,93
3348,5656,93
3639,4873,93
3961,5038,93
4594,5035,93
2806,83786,93
2806,5735,93
1972,2541,94
2269,3468412,94
3075,1349907,94
853,3467,94
3339,4911,94
3637,3081884,94
4264,147912,94
2284,38904,94
2462,4845,94
2478,5005,94
143,1690,94
450,3672,94
3937,4679,94
4091,4889,94
2474,3345,94
2756,54688,94
3410,5152,94
853,1065,94
1065,2656,94
2895,3958,94
2269,2712,95
2678,4943,95
3793,39860,95
3911,4513,95
4168,4599,95
3639,4909,95
4107,4259,95
2646,6398525,95
2907,4011,95
3279,5412,95
2764,5090,95
3958,4900,95
4583,5732,95
3003,3883,95
2160,4594,95
3899,5732,95
4236,54454,95
4679,5035,95
2269,3446,95
2909,4894,95
450,5596,96
2550,3440,96
581,4064,96
3478,6398970,96
3937,444013,96
3003,3763,96
2656,131536,96
2244,2786,96
2083,5721,96
1690,57537,96
4691,38904,96
1046,4894,96
2083,5372,96
2662,3279,96
3003,93860,96
2631,3672,96
4159,5372,96
2269,6398970,96
2092,152945,96
4171,5040,96
444,4856,97
2803,4058,97
4828,152945,97
4200,4666,97
2083,4451,97
3937,148211,97
3157,3261,97
3962,150311,97
4091,6398525,97
3715,213039,97
3016,3826,97
3652,5090,97
2520,4543,97
5732,54841,97
3957,5090,97
3937,72054,97
3365,4594,97
1302,3957,97
4819,5523,97
2477,4583,97
2764,4599,98
1983,3461,98
444,4011,98
2160,148211,98
450,1065,98
3003,3715,98
3325,4991,98
4158,5376,98
4594,34312,98
4409,56339,98
54454,59708,98
3324,4173,98
3345,5311027,98
5029,3468412,98
2244,2802,98
5212,119607,98
2153,5391,98
4543,4659568,98
4601,150311,98
5352,4475485,98
2265,5746,99
4595,5515,99
2118,4828,99
1302,1349907,99
2812,3446,99
4253,87177,99
3958,72938,99
3075,4449,99
3325,87177,99
3640,4739,99
3559,5039,99
5035,6691,99
2083,4635,99
2118,4171,99
3468412,5311048,99
2462,3075,99
2803,5090,99
4171,68740,99
10631,3468412,99
4927,5735,99
60147,3468412,100
62924,68844,100
2550,77999,100
3676,5070,100
2658,3478,100
3365,5401,100
5090,5647,100
3062,41781,100
2284,131536,100
2658,3672,100
3823,54688,100
942,2088,100
2891,3958,100
4112,4873,100
4052,5311297,100
2284,3658,100
4112,123620,100
3652,5523,100
3440,4909,100
3961,4927,100
3672,5578,101
5005,41774,101
2802,3706,101
4920,110634,101
2802,3043,101
4594,104865,101
853,2658,101
2662,4745,101
3440,4873,101
2656,4419,101
450,2250,101
772,2678,101
3339,62924,101
5005,77999,101
2609,4205,101
2160,2171,101
1983,4543,101
2130,3446,101
4889,54454,101
3345,5656,101
4171,5394,102
1983,5358,102
85,4889,102
2891,125889,102
3016,3062,102
2022,3826,102
3043,41693,102
3325,4183806,102
2764,5402,102
4894,60696,102
2576,5523,102
2726,3365,102
1065,2249,102
2375,5732,102
3878,9052,102
3043,4485,102
3365,27686,102
3222,5152,102
4679,4917,102
2554,5329102,102
5203,38904,103
3440,36339,103
5029,5155,103
3559,71616,103
3016,3255,103
2284,2949,103
4170,6447131,103
5352,19090,103
4259,5353980,103
3386,41317,103
4170,4409,103
3461,3958,103
3003,4927,103
4595,5394,103
3958,124087,103
3478,3658,103
3488,5512,103
3478,38904,103
4894,5391,103
3640,3672,103
60147,657298,104
1983,4659568,104
3878,5077,104
2250,5482,104
3255,41774,104
4594,6918453,104
4917,125017,104
2662,5381,104
3345,4829,104
2083,4011,104
3325,56339,104
143,3825,104
4946,28112,104
3478,5152,104
1302,5538,104
3222,3339,104
2764,4595,104
2083,3784,104
3152,3446,104
2806,5064,104
3440,3640,105
2171,3559,105
60953,5311181,105
2576,3007,105
861,4927,105
2083,2764,105
3075,5210,105
2802,4173,105
2088,3657,105
4594,3085017,105
3075,4171,105
2083,4889,105
3152,3478,105
4585,4819,105
2909,5039,105
4173,4595,105
4205,4635,105
4253,4583,105
2662,4171,105
4583,5732,105
3161,5039,106
3222,4475485,106
2520,3902,106
4205,39860,106
3961,82146,106
450,3730,106
71616,72054,106
3157,4485,106
2522,170361,106
2118,13342,106
3121,5073,106
4253,5578,106
3446,60843,106
3348,60198,106
772,59708,106
5039,5978,106
450,2678,106
2802,5090,106
1302,4614,106
4171,71616,106
3075,176168,107
2802,54808,107
3746,4599,107
4691,4748,107
2585,5155,107
853,2576,107
2576,2955,107
853,2375,107
853,4053,107
2666,148192,107
2462,3954,107
2554,2576,107
2662,60865,107
3365,3440,107
450,3488,107
2083,4917,107
3016,5514,107
3746,4253,107
3672,4542,107
1972,4173,107
3365,5005,108
3937,4173,108
1302,91270,108
3958,4812,108
2771,4679,108
4044,4513,108
2895,4173,108
1302,2708,108
3365,4170,108
2022,4536,108
5002,5073,108
4585,71158,108
4409,5090,108
5039,6447131,108
3365,5379,108
3883,5038,108
2764,6447131,108
2895,4594,108
2771,3446,108
2764,5426,108
2244,3562,109
3672,72938,109
853,54547,109
2764,3741,109
3062,4497,109
4679,4723,109
2666,5978,109
2554,2656,109
2764,5358,109
3032,4601,109
4411,119607,109
4052,5478,109
2118,83786,109
4543,5039,109
3672,667490,109
3405,3899,109
2083,3652,109
2895,3672,109
2662,27661,109
2554,3478,109
3440,444033,110
2806,3152,110
1972,60854,110
143,3730,110
4091,60754,110
5234,77992,110
4253,19090,110
3043,4253,110
4159,152945,110
4845,4873,110
3750,123631,110
3883,4601,110
2609,54688,110
3446,5372,110
3937,4170,110
1983,4173,110
5038,60184,110
1971,4583,110
1983,3016,110
3108,4091,110
1302,3040,111
2160,4091,111
3957,6691,111
3161,5297,111
2118,5282044,111
2088,5721,111
3958,5651,111
5212,5454,111
2250,4812,111
3222,3382,111
3365,3958,111
2160,5212,111
4740,4900,111
2160,3325,111
91270,123620,111
2088,3440,111
5379,5523,111
3161,3639,111
2520,3957,111
3961,6691,111
3639,5329102,112
2891,3075,112
2118,5978,112
2812,4748,112
2771,3793,112
2891,3086258,112
3157,5073,112
5487,3468412,112
4168,39765,112
3962,4499,112
2250,3639,112
2088,4259,112
3324,6691,112
2249,5005,112
2550,4091,112
2311,2806,112
2650,3958,112
2803,5234,112
3883,54808,112
2269,3386,112
5039,5721,113
3516,5381,113
2666,71329,113
1983,5402,113
2171,36811,113
19090,3086258,113
2118,3279,113
2022,4189,113
4075,6447131,113
1065,2170,113
4900,5647,113
2806,5732,113
4635,5391,113
2678,5650,113
5152,5650,113
2806,4183806,113
2162,4034,113
2895,4889,113
2160,4205,113
3121,10631,113
3962,48175,114
2806,3468412,114
4635,104741,114
2088,5978,114
4411,5647,114
4900,5771,114
853,3929,114
3365,4614,114
3032,3750,114
4205,47320,114
1978,2171,114
1302,3672,114
5647,125889,114
60831,4475485,114
1978,125889,114
2576,3883,114
2083,3121,114
3639,54454,114
4543,5719,114
2088,3639,114
2802,176168,115
2803,3648,115
4205,51634,115
2895,123620,115
3365,444033,115
5029,5593,115
3161,4927,115
4594,4913,115
5372,5645,115
5073,5721,115
4168,4594,115
4485,41781,115
4171,4594,115
2662,2955,115
4112,4170,115
4679,5735,115
2554,5039,115
5039,5391,115
4594,77999,115
3345,4205,115
3463,4542,116
2909,3639,116
4740,5352,116
4091,47320,116
3365,153941,116
2803,4506,116
4946,145068,116
3222,5650,116
1690,3255,116
2162,3780,116
2955,3075,116
3672,4253,116
4259,5245,116
27661,83786,116
3121,5005,116
4927,5379,116
3736,4171,116
3929,150311,116
2576,3463,116
2171,3639,116
1690,5525,117
2250,3823,117
1972,5466,117
453,5203,117
38904,104741,117
2118,3929,117
2083,4893,117
4510,71329,117
4594,4475485,117
3386,56339,117
2250,104865,117
3365,5311039,117
3476,3899,117
1972,4173,117
4583,4900,117
2909,3652,117
2249,5478,117
5152,119607,117
2118,2156,117
1983,2244,117
4691,93860,118
5245,5505,118
3348,4539,118
772,2720,118
2806,60184,118
3350,5362420,118
5212,82146,118
59708,6447131,118
2520,54786,118
2244,39860,118
1983,4834,118
3825,4052,118
4168,4946,118
4894,5394,118
4052,4054,118
3793,4583,118
4634,5077,118
3062,5734,118
4635,5645,118
27661,41774,118
2162,3780,119
3121,40976,119
3305,5719,119
2477,2487,119
2771,5029,119
3488,5717,119
4601,57469,119
151165,4183806,119
2806,3040,119
60953,82146,119
2265,5090,119
3954,4091,119
3324,3365,119
4485,130881,119
450,5533,119
2576,3333,119
1983,4812,119
27686,5311297,119
3016,5651,119
2088,5556,119
2806,4138,120
2250,4473,120
3385,5505,120
3308,3741,120
2955,5379,120
2249,5372,120
838,3928,120
4485,5234,120
3003,71329,120
143,5481350,120
2267,2678,120
450,2284,120
3652,5647,120
2806,3161,120
2662,3393,120
2806,3386,120
3003,10631,120
5556,125889,120
2554,5512,120
93860,150311,120
3478,5052,121
2895,5070,121
6691,176168,121
2550,125017,121
4168,71158,121
4168,5647,121
3957,3958,121
2806,5070,121
3152,71273,121
4543,60198,121
2022,59708,121
2088,6691,121
937,3157,121
3877,5076,121
5394,150311,121
3639,62924,121
4510,5538,121
3152,3222,121
3877,5039,121
3911,3957,121
3016,4171,122
3305,4419,122
2658,4201,122
2471,3345,122
4107,4834,122
2088,5584,122
2764,5472,122
2088,6918453,122
3016,56959,122
2764,4212,122
2308,3957,122
2806,3042,122
2554,4885,122
2118,2520,122
3003,3661,122
4691,4740,122
4900,5376,122
1065,2269,122
5358,5732,122
4585,125889,122
2554,5311048,123
3365,3869,123
2662,2909,123
3672,3784,123
3690,148192,123
3883,4419,123
4594,59708,123
861,5878,123
4679,5311039,123
4920,5291,123
2088,5203,123
3883,68740,123
3958,5203,123
450,2250,123
4159,4691,123
5732,38904,123
2662,4112,123
1065,5523,123
853,3161,123
3899,4679,123
3878,3914,124
4594,60612,124
3255,124087,124
444,5412,124
5002,34312,124
450,5002,124
444,4112,124
4679,71329,124
3161,3478,124
450,3157,124
3121,5073,124
3899,12536,124
4449,5039,124
1971,54688,124
4691,5376,124
2477,3386,124
3345,60795,124
3672,60795,124
3639,5544,124
4205,5073,124
772,3964,125
1117,1775,125
5064,93860,125
3032,5267,125
3003,3476,125
3365,41693,125
4679,91270,125
3929,4828,125
2818,3746,125
143,2995,125
2803,60184,125
3763,4585,125
3016,4095,125
3003,4451,125
3957,123620,125
3075,5212,125
3003,3405,125
2476,3016,125
2118,60854,125
853,3672,125
942,4107,126
2284,4920,126
4168,5206,126
2269,3414,126
4205,77993,126
2786,3345,126
2244,4547,126
5734,5311082,126
4259,4509,126
861,71329,126
3954,4917,126
3826,5732,126
2955,5076,126
3652,4894,126
2909,5514,126
3308,4171,126
3639,27686,126
3348,3899,126
2806,3393,126
2250,3255,126
2771,59708,127
2803,51634,127
3032,5311039,127
2771,5297,127
598,3385,127
772,60754,127
444,3373,127
3222,3463,127
2812,3007,127
4095,4485,127
2118,4917,127
861,5732,127
4171,5184,127
2658,4829,127
4411,4885,127
2973,3937,127
3446,5090,127
4927,104741,127
3255,4236,127
3042,5090,127
5035,5512,128
3883,5362420,128
2771,4745,128
5645,150610,128
5090,27661,128
2576,3446,128
3639,5487,128
2764,4542,128
3016,4991,128
2907,5493381,128
2764,3016,128
2249,4189,128
2895,3672,128
3883,4107,128
4171,5090,128
4601,4873,128
1983,5311297,128
2585,5038,128
3016,3325,128
2088,5212,128
4253,4828,129
2764,122316,129
3639,5734,129
2764,5493381,129
3652,60877,129
3121,5734,129
3652,3914,129
4112,6447131,129
3016,4614,129
3957,54841,129
2622,3365,129
4730,4894,129
2771,4173,129
4091,54454,129
3652,5656,129
3016,3957,129
1775,4112,129
3672,54688,129
2088,4691,129
5372,83786,129
2477,150610,130
2083,4506,130
2471,5215,130
3016,444033,130
5203,5731,130
2244,216239,130
4900,5408,130
5035,47725,130
5038,5095,130
3746,4609,130
2118,3883,130
4885,54688,130
2622,4666,130
4158,170361,130
3154,5379,130
444,2585,130
3639,4679,130
4829,5512,130
2088,5656,130
3003,3958,130
3203,4946,131
3161,3869,131
3446,5523,131
4594,5029,131
3658,5245,131
2265,5311027,131
3016,4614,131
3826,4497,131
4679,51634,131
853,3878,131
1983,4594,131
4691,5472,131
2895,4253,131
4168,4205,131
4679,8953,131
1971,4594,131
2955,3121,131
4691,4475485,131
4889,5245,131
4691,5645,131
4112,119182,132
4168,3002190,132
3883,5647,132
2244,72467,132
2585,3750,132
4052,60865,132
2088,5078,132
3365,3372,132
3672,5291,132
2088,4052,132
4583,54688,132
853,4259,132
2088,5203,132
4052,4112,132
4259,4674,132
3652,5523,132
3658,5372,132
3652,54688,132
4635,5523,132
2541,4894,132
4091,5402,133
3958,119182,133
2284,197712,133
853,3278,133
2520,3168,133
2554,3393,133
1983,5078,133
3958,41693,133
3339,4659568,133
3961,6435110,133
4594,4829,133
3032,4170,133
2520,5512,133
3639,5311297,133
2806,4543,133
3958,5656,133
3075,3825,133
3325,5090,133
3883,62924,133
2244,3827,133
2550,5726,134
4159,5472,134
2088,3877,134
5523,5544,134
2249,5070,134
3957,5721,134
3883,5505,134
4595,123620,134
3075,5572,134
3062,4739,134
3333,4927,134
3339,150311,134
3746,3957,134
4409,4679,134
4173,54688,134
1302,3016,134
4595,5311048,134
3639,4585,134
2764,123620,134
4091,5401,134
1983,5206,135
5039,34312,135
3419,3002190,135
4585,4932,135
772,2265,135
3152,150610,135
4674,3002190,135
2678,4913,135
4168,4510,135
2585,4264,135
159,5212,135
1302,5379,135
2171,5076,135
3016,5732,135
2249,54688,135
3478,5253,135
4691,124087,135
2756,4171,135
3152,3958,135
853,150310,135
3883,5267,136
3365,3467,136
5002,5717,136
4635,59708,136
3003,4107,136
2895,3696,136
3386,3639,136
3121,3690,136
4771,71329,136
4635,5035,136
3059,4927,136
2520,83786,136
2250,2658,136
2249,2269,136
2477,4168,136
4112,59708,136
3826,83786,136
5732,150311,136
2806,5039,136
3339,4594,136
123620,5353980,137
444,54688,137
853,3148,137
3488,72467,137
3639,1349907,137
2806,4900,137
450,5525,137
4091,47320,137
3958,5090,137
3878,4236,137
5358,5514,137
3672,5732,137
3308,5039,137
3958,5029,137
4679,125889,137
2803,5090,137
2477,4253,137
2771,5002,137
3957,4475485,137
3121,3937,137
1690,4200,138
3639,5070,138
2802,3255,138
5152,60147,138
2895,170361,138
596,6918453,138
3957,36339,138
5650,5493444,138
3042,5311048,138
2585,3403,138
3749,3937,138
3658,5512,138
3958,5523,138
1302,3419,138
3003,3958,138
2726,5073,138
3749,3883,138
4583,4674,138
3890,5650,138
3003,5039,138
3961,444033,139
2083,5584,139
3672,71616,139
3937,60852,139
2462,2800,139
3676,4583,139
3075,60696,139
3016,4614,139
3899,4183806,139
942,4679,139
3042,4900,139
4873,5732,139
3715,3937,139
4513,4594,139
2118,2576,139
2118,3516,139
4635,5717,139
2160,4170,139
5487,62924,139
2771,4513,139
3310,32797,140
2576,5496,140
4138,56959,140
937,4034,140
2891,3559,140
5073,123606,140
1983,5038,140
3446,4675,140
2585,54786,140
772,3675,140
5064,5656,140
4873,5651,140
3899,3961,140
4253,87177,140
2160,4595,140
2022,4873,140
2088,2678,140
2541,5073,140
4594,5391,140
3075,3672,140
3003,4428,141
2520,3279,141
3640,4440,141
2802,3928,141
3325,3494,141
3385,5487301,141
1690,2806,141
772,5002,141
1117,4889,141
2244,154059,141
5038,54454,141
3062,5291,141
2541,3062,141
2250,4595,141
5039,3468412,141
143,3121,141
2662,4900,141
3961,119607,141
4052,5650,141
4900,3085017,141
4409,9052,142
3003,3516,142
2244,5381,142
4927,71329,142
2806,5533,142
3961,3081884,142
2250,2720,142
4894,5281007,142
3877,4999,142
4173,4485,142
5076,5732,142
3386,4409,142
3878,3937,142
4679,4894,142
4205,5732,142
3203,5076,142
2662,5650,142
4112,4497,142
3405,3676,142
3648,5656,142
3652,4946,143
2550,5426,143
3157,65999,143
3308,5530,143
3157,5408,143
3062,72467,143
2656,3449,143
60754,5281007,143
3062,4091,143
2550,4183806,143
2678,3440,143
3899,4173,143
2585,3780,143
3062,3157,143
2771,4691,143
4112,4829,143
1690,13342,143
3899,27661,143
2550,3062,143
4594,5311297,143
5203,5412,144
4510,6447131,144
4679,60795,144
4812,4889,144
1117,65999,144
2656,3373,144
2250,3494,144
4171,152945,144
2576,4659568,144
3403,4054,144
2585,5064,144
2088,2244,144
581,2162,144
2541,4594,144
1302,2806,144
4171,6691,144
2650,4212,144
2576,4091,144
3702,5512,144
2650,3310,144
4170,4927,145
3075,5721,145
3108,4212,145
4107,4893,145
450,2274,145
3957,4463,145
2609,216239,145
2802,104741,145
2806,5572,145
853,47320,145
2576,3405,145
2471,4889,145
2265,4900,145
3937,10631,145
3325,4107,145
3161,3478,145
2088,2187,145
3325,4509,145
6691,197712,145
4594,667490,145
853,3339,146
5203,65999,146
3121,60871,146
1690,5394,146
2576,4736,146
3075,5735,146
853,4539,146
2802,3085017,146
2022,2646,146
2462,3278,146
3345,4666,146
93860,125889,146
2806,3648,146
4679,5487301,146
2435,5311027,146
3461,3648,146
4679,60835,146
3222,123631,146
2764,4900,146
3648,4171,146
853,39860,147
772,2478,147
2666,5311039,147
3161,4893,147
2771,176168,147
2474,5362070,147
3062,6691,147
2622,60795,147
5650,5656,147
4168,115237,147
3749,3878,147
27661,5487301,147
3883,4900,147
3339,3640,147
3154,83786,147
4075,5267,147
3961,5478,147
2118,2907,147
444,2803,147
1983,2478,147
5391,3002190,148
4595,5362070,148
4873,148211,148
3446,74989,148
3032,4485,148
2118,3877,148
4946,60754,148
3325,444013,148
3826,4499,148
60831,110635,148
4159,59708,148
3639,3648,148
4679,24486,148
2656,3749,148
2083,5090,148
4894,5234,148
3488,3899,148
2462,3648,148
2477,4536,148
3746,5073,148
2550,71273,149
3672,148211,149
4691,4999,149
2806,5401,149
3883,122316,149
3446,5070,149
123620,6918453,149
3075,5379,149
3961,71158,149
3516,163742,149
2656,2907,149
3639,5039,149
4170,5090,149
3419,4635,149
3883,5215,149
3333,4889,149
2435,3386,149
2662,4873,149
2083,3152,149
861,3075,149
4585,5584,150
3639,4264,150
2265,5052,150
2250,42113,150
4691,131536,150
4691,93860,150
1302,2187,150
3652,72938,150
3405,4873,150
2678,4856,150
3658,4543,150
4205,5064,150
2666,4205,150
2662,3639,150
853,2803,150
5064,5090,150
3393,4205,150
3440,5090,150
3348,3746,150
2771,4594,150
2156,3016,151
4091,5408,151
2474,2891,151
2141,3414,151
444,216326,151
2585,2725,151
2088,36811,151
3325,36811,151
450,4054,151
2756,9433,151
2656,2891,151
3440,5002,151
2576,5472,151
450,3032,151
4609,4900,151
4666,5651,151
4845,60831,151
3308,4635,151
4679,5206,151
2973,4594,151
3075,5184,152
3954,5234,152
2550,5726,152
2250,4253,152
4594,71158,152
2812,5381226,152
1983,3784,152
2656,4112,152
2802,72938,152
5651,148211,152
3016,4634,152
2771,5212,152
3746,5426,152
3937,5651,152
3446,60754,152
271,5651,152
2083,83786,152
2771,3937,152
3016,5281104,152
2554,4595,152
5978,6398970,153
3062,4140,153
2803,104865,153
3386,4509,153
2462,115237,153
2806,3198,153
2662,4943,153
2786,3002190,153
5245,82146,153
853,4889,153
2771,4091,153
3899,125889,153
1302,3158,153
2666,4054,153
2171,3385,153
3016,5038,153
4583,5487,153
1065,3032,153
3386,4900,153
2435,4543,153
853,5005,154
2244,4449,154
2118,4812,154
3672,4679,154
4585,6691,154
1775,4993,154
2803,122316,154
444,2631,154
5514,5878,154
3121,5734,154
3639,3878,154
4873,5656,154
4585,34312,154
2265,4691,154
4159,6691,154
2284,4509,154
2022,4691,154
2083,4585,154
3958,71158,154
4691,5029,154
5523,5493444,155
3440,6918453,155
3007,213039,155
4594,4601,155
3639,4873,155
2803,5215,155
5735,59708,155
2171,2955,155
3957,4064,155
444,4409,155
4585,4927,155
2250,3365,155
5090,5523,155
2462,3161,155
2666,5719,155
4594,5002,155
4585,5732,155
444,150311,155
853,150311,155
3158,3446,155
444,5358,156
27661,119607,156
2162,5734,156
1302,6918453,156
4253,5029,156
3003,5029,156
444,5184,156
298,2610,156
298,60843,156
3826,51634,156
2249,5391,156
3062,4171,156
4583,4594,156
3348,77999,156
3702,3890,156
3958,4900,156
2802,3446,156
3016,5656,156
2802,4585,156
3672,4583,156
3365,5645,157
1775,5650,157
3899,4917,157
1983,9052,157
4259,4451,157
3003,4679,157
5039,124087,157
4594,131536,157
3161,5281104,157
772,2088,157
2088,5035,157
5035,5040,157
2554,3878,157
1983,2617,157
4594,54808,157
2802,3658,157
3032,5651,157
2141,3510,157
772,150610,157
2617,93860,157
4107,5391,158
3672,176168,158
2585,71616,158
3467,4473,158
3255,3414,158
4917,54547,158
3440,5281104,158
942,1117,158
2520,2806,158
4409,65999,158
942,3440,158
2771,3043,158
2802,3355,158
450,2269,158
3003,4205,158
2244,3222,158
1971,2022,158
4543,4946,158
2802,4159,158
1983,3672,158
4691,5038,159
1690,3008,159
3365,5362420,159
4585,60696,159
3032,5078,159
2083,2818,159
3075,71273,159
3961,64147,159
3339,47320,159
2622,24486,159
3016,3640,159
2585,4920,159
937,150311,159
5651,5311297,159
5379,54454,159
838,2250,159
3661,4510,159
2022,83786,159
2658,4900,159
1983,60147,159
2099,4920,160
4171,60184,160
3002190,5282044,160
2678,508230,160
3339,36811,160
3308,4913,160
4091,5215,160
2764,39860,160
3108,60184,160
3749,4917,160
3869,4691,160
3350,3446,160
4107,4585,160
4946,5572,160
4205,54688,160
3032,3161,160
2656,123631,160
2585,4856,160
2284,2576,160
4158,4253,160
1971,36339,161
2955,4634,161
5394,5593,161
2171,3476,161
4917,5210,161
2656,3308,161
1986,3767,161
3639,5512,161
2265,60835,161
3003,3157,161
3658,4091,161
4159,4173,161
3339,54688,161
3152,4594,161
4112,60147,161
3961,4205,161
1983,2802,161
2541,3348,161
4205,6691,161
937,1971,161
2022,2284,162
3062,4095,162
1302,2610,162
2678,3637,162
5656,39860,162
4178,4614,162
4595,42113,162
3339,4200,162
3003,5584,162
1978,5482,162
2249,34312,162
4594,5376,162
3890,5593,162
3869,3883,162
5073,443871,162
